num_rows num_cols num_procs avg_time total_time
50 50 4 0.0000013060 0.0000839470
50 50 4 0.0000011017 0.0000796790
50 50 4 0.0000014027 0.0000829650
50 50 4 0.0000013283 0.0002874380
50 50 4 0.0000014687 0.0001176410
50 50 4 0.0000013467 0.0000722250
50 50 4 0.0000013293 0.0000995960
50 50 5 0.0000010978 0.0000853400
50 50 5 0.0000012407 0.0001441100
50 50 5 0.0000011663 0.0000836370
50 50 5 0.0000010235 0.0000743800
50 50 5 0.0000012775 0.0001977010
50 50 5 0.0000010522 0.0001084430
50 50 5 0.0000011465 0.0001087240
50 50 5 0.0000012448 0.0001865490
50 50 5 0.0000012550 0.0000898980
50 50 5 0.0000011830 0.0001189120
50 50 5 0.0000012130 0.0000798900
50 50 5 0.0000011922 0.0001499110
50 50 5 0.0000010213 0.0000834060
50 50 5 0.0000012315 0.0002870370
50 50 5 0.0000011075 0.0000907300
50 50 5 0.0000010597 0.0001772120
50 50 5 0.0000010565 0.0001209970
50 50 5 0.0000010820 0.0000886450
50 50 5 0.0000010313 0.0000971220
50 50 5 0.0000009650 0.0001363850
50 50 6 0.0000010506 0.0001464440
50 50 6 0.0000008950 0.0000993860
50 50 6 0.0000010058 0.0001290120
50 50 6 0.0000011008 0.0001242920
50 50 6 0.0000010500 0.0001017700
50 50 6 0.0000008974 0.0001085830
50 50 6 0.0000010840 0.0001778530
50 50 6 0.0000010914 0.0021822850
50 50 6 0.0000010252 0.0001136720
50 50 6 0.0000009514 0.0001017710
50 50 6 0.0000010634 0.0001013090
50 50 6 0.0000011182 0.0001383090
50 50 6 0.0000009964 0.0001087140
50 50 6 0.0000010818 0.0001075210
50 50 6 0.0000008390 0.0000854200
50 50 6 0.0000009710 0.0003082670
50 50 6 0.0000011500 0.0001366160
50 50 6 0.0000007922 0.0001400830
50 50 6 0.0000009048 0.0001672830
50 50 6 0.0000007696 0.0001697680
50 50 7 0.0000008757 0.0005468430
50 50 7 0.0000009402 0.0003318010
50 50 7 0.0000008982 0.0003812140
50 50 7 0.0000008700 0.0001504820
50 50 7 0.0000008373 0.0001052670
50 50 7 0.0000008512 0.0001054270
50 50 7 0.0000007917 0.0001278000
50 50 7 0.0000008210 0.0001551600
50 50 7 0.0000008343 0.0003870240
50 50 7 0.0000007998 0.0005312240
50 50 7 0.0000008490 0.0002433650
50 50 7 0.0000008543 0.0001135430
50 50 7 0.0000008447 0.0002282270
50 50 7 0.0000008867 0.0001458430
50 50 7 0.0000009213 0.0020534790
50 50 7 0.0000007912 0.0001190530
50 50 7 0.0000008487 0.0002134500
50 50 7 0.0000008635 0.0002048540
50 50 7 0.0000009412 0.0002716380
50 50 7 0.0000008532 0.0003414990
50 50 8 0.0000007530 0.0006884990
50 50 8 0.0000007984 0.0003387640
50 50 8 0.0000008624 0.0003908170
50 50 8 0.0000007027 0.0001074810
50 50 8 0.0000008426 0.0001905460
50 50 8 0.0000006841 0.0001526560
50 50 8 0.0000007543 0.0010181260
50 50 8 0.0000007799 0.0006973360
50 50 8 0.0000008514 0.0014806320
50 50 8 0.0000007136 0.0012131910
50 50 8 0.0000008831 0.0010965630
50 50 8 0.0000007030 0.0001124710
50 50 8 0.0000007050 0.0000982630
50 50 8 0.0000007826 0.0003897190
50 50 8 0.0000007170 0.0001797870
50 50 8 0.0000007754 0.0007024550
50 50 8 0.0000007927 0.0004885240
50 50 8 0.0000007940 0.0002593550
50 50 8 0.0000009050 0.0021197480
50 50 8 0.0000008801 0.0001772110
100 100 2 0.0000092310 0.0001605710
100 100 2 0.0000125450 0.0001128620
100 100 2 0.0000090250 0.0001084830
100 100 2 0.0000127740 0.0000954690
100 100 2 0.0000089210 0.0001460240
100 100 2 0.0000124810 0.0002134670
100 100 2 0.0000111080 0.0001009190
100 100 2 0.0000088710 0.0001500010
100 100 2 0.0000105120 0.0003302980
100 100 2 0.0000124780 0.0001068300
100 100 2 0.0000108580 0.0003053010
100 100 2 0.0000114720 0.0002199120
100 100 2 0.0000129270 0.0000967010
100 100 2 0.0000088290 0.0000910000
100 100 2 0.0000090260 0.0000879650
100 100 2 0.0000090490 0.0001356340
100 100 2 0.0000090800 0.0001825020
100 100 2 0.0000097410 0.0000954690
100 100 2 0.0000127080 0.0001297830
100 100 2 0.0000127240 0.0000952990
100 100 3 0.0000227780 0.0001066600
100 100 3 0.0000051345 0.0001204360
100 100 3 0.0000069920 0.0001665520
100 100 3 0.0000056405 0.0001594490
100 100 3 0.0000059220 0.0001081830
100 100 3 0.0000054045 0.0001198240
100 100 3 0.0000056715 0.0001335600
100 100 3 0.0000066195 0.0001064590
100 100 3 0.0000062655 0.0001334300
100 100 3 0.0000062815 0.0001682150
100 100 3 0.0000063985 0.0001350130
100 100 3 0.0000069675 0.0001312050
100 100 3 0.0000058090 0.0001206960
100 100 3 0.0000064220 0.0000857610
100 100 3 0.0000060785 0.0001190930
100 100 3 0.0000075930 0.0001273180
100 100 3 0.0000047050 0.0001179110
100 100 3 0.0000047250 0.0000999970
100 100 3 0.0000063750 0.0001326280
100 100 3 0.0000050985 0.0001447610
100 100 4 0.0000040783 0.0001489790
100 100 4 0.0000039450 0.0001217380
100 100 4 0.0000041857 0.0001447410
100 100 4 0.0000045210 0.0002477140
100 100 4 0.0000040133 0.0001243030
100 100 4 0.0000042710 0.0002146520
100 100 4 0.0000039243 0.0001021910
100 100 4 0.0000040413 0.0001468450
100 100 4 0.0000045983 0.0002368130
100 100 4 0.0000033300 0.0001532470
100 100 4 0.0000038893 0.0001448010
100 100 4 0.0000036933 0.0001559620
100 100 4 0.0000044010 0.0001278790
100 100 4 0.0000042527 0.0001421360
100 100 4 0.0000038963 0.0001193240
100 100 4 0.0000044233 0.0001370770
100 100 4 0.0000049150 0.0001918900
100 100 4 0.0000038780 0.0001536080
100 100 4 0.0000041833 0.0001259160
100 100 4 0.0000044247 0.0002016370
100 100 5 0.0000039805 0.0001692670
100 100 5 0.0000032177 0.0001910680
100 100 5 0.0000029035 0.0001309550
100 100 5 0.0000036728 0.0005764390
100 100 5 0.0000037253 0.0003157510
100 100 5 0.0000033862 0.0001280690
100 100 5 0.0000032645 0.0001963880
100 100 5 0.0000032330 0.0001081530
100 100 5 0.0000037763 0.0001624940
100 100 5 0.0000034957 0.0001468850
100 100 5 0.0000033610 0.0001463440
100 100 5 0.0000035863 0.0001525060
100 100 5 0.0000034108 0.0001588980
100 100 5 0.0000034017 0.0001440300
100 100 5 0.0000037345 0.0001516040
100 100 5 0.0000027720 0.0001463740
100 100 5 0.0000084078 0.0001772820
100 100 5 0.0000034270 0.0001351430
100 100 5 0.0000033688 0.0001988130
100 100 5 0.0000036427 0.0002781310
100 100 6 0.0000026136 0.0001453220
100 100 6 0.0000023932 0.0001682350
100 100 6 0.0000028224 0.0003338950
100 100 6 0.0000026872 0.0001971090
100 100 6 0.0000028582 0.0004769130
100 100 6 0.0000027848 0.0002066270
100 100 6 0.0000026034 0.0002037010
100 100 6 0.0000029904 0.0002583240
100 100 6 0.0000030114 0.0001761300
100 100 6 0.0000026476 0.0001864290
100 100 6 0.0000026304 0.0001353130
100 100 6 0.0000030612 0.0002409310
100 100 6 0.0000027800 0.0002986690
100 100 6 0.0000027576 0.0002586440
100 100 6 0.0000030792 0.0005387400
100 100 6 0.0000028164 0.0001472050
100 100 6 0.0000026326 0.0002113460
100 100 6 0.0000029674 0.0001918290
100 100 6 0.0000029742 0.0002105640
100 100 6 0.0000026268 0.0001822320
100 100 7 0.0000024095 0.0022456840
100 100 7 0.0000023017 0.0008031240
100 100 7 0.0000025802 0.0004652510
100 100 7 0.0000023988 0.0002630820
100 100 7 0.0000026510 0.0002081000
100 100 7 0.0000022498 0.0001929510
100 100 7 0.0000023873 0.0009307030
100 100 7 0.0000024438 0.0007716450
100 100 7 0.0000027017 0.0012003070
100 100 7 0.0000025328 0.0003915130
100 100 7 0.0000024290 0.0002058460
100 100 7 0.0000022468 0.0001937930
100 100 7 0.0000024203 0.0001739150
100 100 7 0.0000024827 0.0010622090
100 100 7 0.0000024943 0.0002005950
100 100 7 0.0000023390 0.0006659270
100 100 7 0.0000022733 0.0007066030
100 100 7 0.0000024192 0.0001865490
100 100 7 0.0000021407 0.0001437790
100 100 7 0.0000025093 0.0003260010
100 100 8 0.0000020143 0.0005276580
100 100 8 0.0000021037 0.0005873370
100 100 8 0.0000020953 0.0004639590
100 100 8 0.0000021033 0.0007091980
100 100 8 0.0000021004 0.0007211000
100 100 8 0.0000021117 0.0001880820
100 100 8 0.0000024777 0.0107206030
100 100 8 0.0000022023 0.0002140400
100 100 8 0.0000021899 0.0008499420
100 100 8 0.0000021969 0.0019048960
100 100 8 0.0000021176 0.0001766410
100 100 8 0.0000021290 0.0001779130
100 100 8 0.0000021080 0.0011284430
100 100 8 0.0000020183 0.0001909170
100 100 8 0.0000020994 0.0001773620
100 100 8 0.0000021059 0.0009351610
100 100 8 0.0000021623 0.0017000730
100 100 8 0.0000019894 0.0002115460
100 100 8 0.0000018674 0.0003515180
100 100 8 0.0000020864 0.0006550060
250 250 2 0.0000528760 0.0004305760
250 250 2 0.0000558590 0.0004517060
250 250 2 0.0000652240 0.0004969600
250 250 2 0.0000631960 0.0004688570
250 250 2 0.0000761100 0.0006562990
250 250 2 0.0000510040 0.0002552280
250 250 2 0.0000502450 0.0002758170
250 250 2 0.0000504830 0.0002311620
250 250 2 0.0000653570 0.0002549070
250 250 2 0.0000574040 0.0003440240
250 250 2 0.0000531430 0.0005416440
250 250 2 0.0000593630 0.0003482420
250 250 2 0.0000596050 0.0005714400
250 250 2 0.0000521840 0.0005132810
250 250 2 0.0000564200 0.0004126030
250 250 2 0.0001828880 0.0005921280
250 250 2 0.0000518270 0.0005043740
250 250 2 0.0000672650 0.0007382690
250 250 2 0.0000521260 0.0004752800
250 250 2 0.0000662780 0.0005775310
250 250 3 0.0000247900 0.0003034790
250 250 3 0.0000382585 0.0003375520
250 250 3 0.0000621080 0.0004303360
250 250 3 0.0000312110 0.0004442110
250 250 3 0.0000297405 0.0002869170
250 250 3 0.0000276750 0.0002439170
250 250 3 0.0000329840 0.0025707900
250 250 3 0.0000306180 0.0002733110
250 250 3 0.0000272005 0.0003331540
250 250 3 0.0000286045 0.0002294600
250 250 3 0.0000308520 0.0001929520
250 250 3 0.0000318980 0.0004511040
250 250 3 0.0000314460 0.0003363300
250 250 3 0.0000332865 0.0003043700
250 250 3 0.0000278180 0.0003559260
250 250 3 0.0000300540 0.0003748920
250 250 3 0.0000317970 0.0003107720
250 250 3 0.0000463610 0.0002083800
250 250 3 0.0000332955 0.0001979800
250 250 3 0.0000313715 0.0003513080
250 250 4 0.0000197200 0.0003311200
250 250 4 0.0000215787 0.0005415940
250 250 4 0.0000216320 0.0006012360
250 250 4 0.0000203853 0.0004218200
250 250 4 0.0000218040 0.0002075290
250 250 4 0.0000215943 0.0004403150
250 250 4 0.0000211963 0.0003385140
250 250 4 0.0000209180 0.0003925650
250 250 4 0.0000208920 0.0003851610
250 250 4 0.0000233663 0.0003151100
250 250 4 0.0000225650 0.0002809860
250 250 4 0.0000208327 0.0004156080
250 250 4 0.0000201350 0.0003357980
250 250 4 0.0000216527 0.0004476480
250 250 4 0.0000220273 0.0003416600
250 250 4 0.0000186687 0.0003757740
250 250 4 0.0000200913 0.0006020170
250 250 4 0.0000214773 0.0003063530
250 250 4 0.0000200413 0.0002417220
250 250 4 0.0000192547 0.0003039490
250 250 5 0.0000159353 0.0005963970
250 250 5 0.0000167433 0.0004142650
250 250 5 0.0000188730 0.0004082440
250 250 5 0.0000561072 0.0004704210
250 250 5 0.0000162390 0.0004207170
250 250 5 0.0000163795 0.0003559360
250 250 5 0.0000146895 0.0003293860
250 250 5 0.0000166320 0.0003177650
250 250 5 0.0000630745 0.0002605980
250 250 5 0.0000177150 0.0003468900
250 250 5 0.0000165013 0.0003663550
250 250 5 0.0000147997 0.0003436430
250 250 5 0.0000150557 0.0004027240
250 250 5 0.0000148615 0.0002719490
250 250 5 0.0000159815 0.0002789830
250 250 5 0.0000154728 0.0003983460
250 250 5 0.0000168557 0.0004288330
250 250 5 0.0000159353 0.0003139280
250 250 5 0.0000155600 0.0004074830
250 250 5 0.0000137755 0.0006285170
250 250 6 0.0000138914 0.0004170610
250 250 6 0.0000129802 0.0005322560
250 250 6 0.0000129876 0.0003268520
250 250 6 0.0000128384 0.0003265210
250 250 6 0.0000132080 0.0004187540
250 250 6 0.0000124702 0.0003477610
250 250 6 0.0000129532 0.0003980250
250 250 6 0.0000138020 0.0007456860
250 250 6 0.0000128354 0.0004070120
250 250 6 0.0000142278 0.0004133540
250 250 6 0.0000148504 0.0005889520
250 250 6 0.0000130978 0.0009210850
250 250 6 0.0000133584 0.0005909460
250 250 6 0.0000137712 0.0006072060
250 250 6 0.0000140626 0.0004415560
250 250 6 0.0000132444 0.0006476030
250 250 6 0.0000125438 0.0005046750
250 250 6 0.0000133956 0.0004608820
250 250 6 0.0000129986 0.0004993340
250 250 6 0.0000137270 0.0004875730
250 250 7 0.0000115148 0.0006132390
250 250 7 0.0000112437 0.0011396500
250 250 7 0.0000111677 0.0005131610
250 250 7 0.0000161843 0.0011991820
250 250 7 0.0000120283 0.0004844370
250 250 7 0.0000113030 0.0007401460
250 250 7 0.0000110198 0.0006055230
250 250 7 0.0000110735 0.0006505050
250 250 7 0.0000132507 0.0003789800
250 250 7 0.0000110050 0.0004548520
250 250 7 0.0000103010 0.0004063710
250 250 7 0.0000111558 0.0003528710
250 250 7 0.0000108918 0.0004182230
250 250 7 0.0000109618 0.0009709280
250 250 7 0.0000109760 0.0004870420
250 250 7 0.0000108730 0.0005009280
250 250 7 0.0000114738 0.0005878700
250 250 7 0.0000117572 0.0005515730
250 250 7 0.0000110978 0.0005288300
250 250 7 0.0000112635 0.0007687390
250 250 8 0.0000102091 0.0004614440
250 250 8 0.0000094824 0.0003818850
250 250 8 0.0000094039 0.0004496520
250 250 8 0.0000104823 0.0007323310
250 250 8 0.0000096964 0.0004123820
250 250 8 0.0000093227 0.0005354530
250 250 8 0.0000095209 0.0006548660
250 250 8 0.0000096661 0.0003877450
250 250 8 0.0000094669 0.0003513380
250 250 8 0.0000102564 0.0006109940
250 250 8 0.0000095399 0.0003705640
250 250 8 0.0000096620 0.0004412160
250 250 8 0.0000260250 0.0005004770
250 250 8 0.0000102197 0.0010264720
250 250 8 0.0000103304 0.0005072400
250 250 8 0.0000094736 0.0004055490
250 250 8 0.0000106471 0.0005951250
250 250 8 0.0000091560 0.0003852210
250 250 8 0.0000095216 0.0003991680
250 250 8 0.0000100044 0.0005191020
500 500 2 0.0001916340 0.0012025820
500 500 2 0.0002379040 0.0007609550
500 500 2 0.0002437030 0.0009207430
500 500 2 0.0002020660 0.0009045840
500 500 2 0.0002054690 0.0012672330
500 500 2 0.0002490850 0.0006477630
500 500 2 0.0002299450 0.0007840250
500 500 2 0.0002522710 0.0013455040
500 500 2 0.0002716410 0.0020050870
500 500 2 0.0002319680 0.0010455370
500 500 2 0.0001915000 0.0010881470
500 500 2 0.0002294910 0.0013211230
500 500 2 0.0001924400 0.0010176150
500 500 2 0.0001947270 0.0011321600
500 500 2 0.0002484320 0.0006507990
500 500 2 0.0002802650 0.0008520450
500 500 2 0.0002552690 0.0007935760
500 500 2 0.0002111330 0.0014027160
500 500 2 0.0002141040 0.0008145750
500 500 2 0.0002010150 0.0014330530
500 500 3 0.0001075705 0.0007123640
500 500 3 0.0001257760 0.0011612850
500 500 3 0.0001200525 0.0008764010
500 500 3 0.0001201595 0.0008143140
500 500 3 0.0001113400 0.0015338920
500 500 3 0.0001141400 0.0010143690
500 500 3 0.0001326335 0.0010954810
500 500 3 0.0001116245 0.0014283640
500 500 3 0.0001873825 0.0013869270
500 500 3 0.0001290625 0.0011343940
500 500 3 0.0001227040 0.0006723090
500 500 3 0.0001056310 0.0011086150
500 500 3 0.0001171155 0.0009113460
500 500 3 0.0001283510 0.0009319850
500 500 3 0.0001266015 0.0007277720
500 500 3 0.0001839275 0.0012442190
500 500 3 0.0001206725 0.0009112460
500 500 3 0.0001141115 0.0008663020
500 500 3 0.0001134700 0.0005185410
500 500 3 0.0001176385 0.0011666440
500 500 4 0.0000914907 0.0011820030
500 500 4 0.0000849733 0.0013434450
500 500 4 0.0000846743 0.0010227540
500 500 4 0.0000864227 0.0007590310
500 500 4 0.0000833873 0.0008758700
500 500 4 0.0000837267 0.0010694620
500 500 4 0.0000775803 0.0006987880
500 500 4 0.0000879350 0.0009131700
500 500 4 0.0000747843 0.0010581410
500 500 4 0.0000966877 0.0017215000
500 500 4 0.0000709660 0.0007632690
500 500 4 0.0000788913 0.0011394230
500 500 4 0.0000799347 0.0008959480
500 500 4 0.0000858500 0.0009789600
500 500 4 0.0000756007 0.0007609240
500 500 4 0.0000806553 0.0010967740
500 500 4 0.0000828143 0.0011420980
500 500 4 0.0000794873 0.0007533010
500 500 4 0.0000801730 0.0010444960
500 500 4 0.0000677617 0.0008179620
500 500 5 0.0000562967 0.0011515350
500 500 5 0.0000561213 0.0014179540
500 500 5 0.0000571750 0.0008912580
500 500 5 0.0000630847 0.0020012270
500 500 5 0.0000610023 0.0007795600
500 500 5 0.0000587325 0.0009614800
500 500 5 0.0000585388 0.0016275270
500 500 5 0.0000584083 0.0012254340
500 500 5 0.0000581998 0.0011564150
500 500 5 0.0000608232 0.0010531210
500 500 5 0.0001173782 0.0015357850
500 500 5 0.0000606080 0.0013616590
500 500 5 0.0000736460 0.0010984160
500 500 5 0.0000607935 0.0012390600
500 500 5 0.0000583208 0.0009875780
500 500 5 0.0000605042 0.0013187490
500 500 5 0.0000617708 0.0011539710
500 500 5 0.0000678740 0.0016564210
500 500 5 0.0000518230 0.0009665090
500 500 5 0.0000635855 0.0008794160
500 500 6 0.0000438464 0.0009548980
500 500 6 0.0000499650 0.0010129160
500 500 6 0.0000500428 0.0009051250
500 500 6 0.0000508092 0.0009178190
500 500 6 0.0000493572 0.0011531590
500 500 6 0.0000531928 0.0008114390
500 500 6 0.0000477086 0.0012024410
500 500 6 0.0000483932 0.0012136220
500 500 6 0.0000442002 0.0008844860
500 500 6 0.0001710292 0.0009594440
500 500 6 0.0000588884 0.0014388030
500 500 6 0.0000492952 0.0006624500
500 500 6 0.0000512020 0.0011776250
500 500 6 0.0000532360 0.0011874130
500 500 6 0.0000502710 0.0008768120
500 500 6 0.0000550914 0.0012476760
500 500 6 0.0000513470 0.0014718660
500 500 6 0.0000579752 0.0010775770
500 500 6 0.0000516118 0.0013567200
500 500 6 0.0000511884 0.0011691790
500 500 7 0.0000450587 0.0011531290
500 500 7 0.0000396027 0.0007799900
500 500 7 0.0000404088 0.0011886260
500 500 7 0.0000416123 0.0020046830
500 500 7 0.0000569587 0.0011052200
500 500 7 0.0000874078 0.0029515760
500 500 7 0.0000404762 0.0014702520
500 500 7 0.0000416275 0.0014243670
500 500 7 0.0000412760 0.0009268750
500 500 7 0.0000399917 0.0014739100
500 500 7 0.0000404995 0.0012205450
500 500 7 0.0000476417 0.0013622900
500 500 7 0.0000410612 0.0007690800
500 500 7 0.0000458423 0.0011956480
500 500 7 0.0000539480 0.0009000650
500 500 7 0.0000422110 0.0007360980
500 500 7 0.0000523932 0.0015267080
500 500 7 0.0000449595 0.0017645230
500 500 7 0.0000455843 0.0009972370
500 500 7 0.0000462548 0.0017405680
500 500 8 0.0000359749 0.0010427820
500 500 8 0.0000346541 0.0011338330
500 500 8 0.0000360151 0.0012589770
500 500 8 0.0000432129 0.0012345510
500 500 8 0.0000391257 0.0154225700
500 500 8 0.0000370540 0.0014748520
500 500 8 0.0000587876 0.0015328400
500 500 8 0.0000364079 0.0061711800
500 500 8 0.0000373094 0.0016811280
500 500 8 0.0000356014 0.0011309070
500 500 8 0.0000428220 0.0021392750
500 500 8 0.0000368257 0.0048845950
500 500 8 0.0000372114 0.0011039670
500 500 8 0.0000362110 0.0007773550
500 500 8 0.0000368981 0.0011157890
500 500 8 0.0000365020 0.0007669350
